编号,holder_name,hold_amount,hold_ratio,hold_type,end_date,ann_date,股东说明,股东总数,平均持股数,ts_code
1,中央汇金投资有限责任公司,130000000000.0,44.48,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
2,中华人民共和国财政部,128929411770.0,44.12,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
3,全国社会保障基金理事会,11070588230.0,3.79,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
4,中国人寿保险股份有限公司,1188757000.0,0.41,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
5,中国烟草总公司,746268000.0,0.26,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
6,国网资产管理有限公司,746268000.0,0.26,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
7,中国铁路建设投资公司,742974000.0,0.25,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
8,中油资产管理有限公司,594379000.0,0.2,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
9,鞍山钢铁集团公司,594379000.0,0.2,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
10,中海石油财务有限责任公司,446045014.0,0.15,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
1,汇金公司,130000000000.0,48.15,限售流通股,2010-07-06,2010-06-04,,,,601288.SH
2,财政部,130000000000.0,48.15,限售流通股,2010-07-06,2010-06-04,,,,601288.SH
3,社保基金理事会,10000000000.0,3.7,限售流通股,2010-07-06,2010-06-04,,,,601288.SH
,,,,,2010-07-06,2010-06-04,,,,601288.SH
1,汇金公司,130000000000.0,48.15,国有股,2010-06-30,2010-08-28,,3.0,90000090000.0,601288.SH
2,财政部,130000000000.0,48.15,国有股,2010-06-30,2010-08-28,,3.0,90000090000.0,601288.SH
3,社保基金理事会,10000000000.0,3.7,国有股,2010-06-30,2010-08-28,,3.0,90000090000.0,601288.SH
,,,,,2010-06-30,2010-08-28,,3.0,90000090000.0,601288.SH
1,中央汇金投资有限责任公司,130000000000.0,50.0,国有股,2009-01-15,2009-05-11,,,,601288.SH
2,中华人民共和国财政部,130000000000.0,50.0,国有股,2009-01-15,2009-05-11,,,,601288.SH
,,,,,2009-01-15,2009-05-11,,,,601288.SH
,,,,,2009-01-15,2009-05-11,,,,601288.SH
1,中央汇金投资有限责任公司,130000000000.0,50.0,国有股,2008-11-06,2008-11-07,,,,601288.SH
2,中华人民共和国财政部,130000000000.0,50.0,国有股,2008-11-06,2008-11-07,,,,601288.SH
,,,,,2008-11-06,2008-11-07,,,,601288.SH
,,,,,2008-11-06,2008-11-07,,,,601288.SH
1,中华人民共和国财政部,133865000000.0,100.0,国有股,2008-03-19,2008-03-19,,,,601288.SH
,,,,,2008-03-19,2008-03-19,,,,601288.SH
,,,,,2008-03-19,2008-03-19,,,,601288.SH
,,,,,2008-03-19,2008-03-19,,,,601288.SH
