ts_code,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,end_date,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,ann_date,UPDATE_DATE,CURRENCY,revenue,OPERATE_INCOME_YOY,interest_ni,INTEREST_NI_YOY,interest_income,INTEREST_INCOME_YOY,interest_expense,INTEREST_EXPENSE_YOY,FEE_COMMISSION_NI,FEE_COMMISSION_NI_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_INCOME_OTHER,OPERATE_INCOME_OTHER_YOY,OPERATE_INCOME_BALANCE,OPERATE_INCOME_BALANCE_YOY,OPERATE_EXPENSE,OPERATE_EXPENSE_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,BUSINESS_MANAGE_EXPENSE,BUSINESS_MANAGE_EXPENSE_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_EXPENSE_OTHER,OPERATE_EXPENSE_OTHER_YOY,OPERATE_EXPENSE_BALANCE,OPERATE_EXPENSE_BALANCE_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,operate_profit,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,total_profit,TOTAL_PROFIT_YOY,income_tax,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,n_income,NETPROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,n_income_attr_p,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,TCI_BALANCE,TCI_BALANCE_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE,OSOPINION_TYPE
601288.SH,601288,农业银行,10008271,银行,2014-12-31,年报,2014年报,058001001,2015-03-25,2016-04-01 00:00:00,CNY,520858000000,12.5875168873,429891000000,14.2713223215,699289000000,14.0050930575,269398000000,13.5828182577,80123000000,-3.6647389114,87883000000,-2.0223641816,7760000000,18.9089794667,1887000000,-49.9336694083,0.0,-100.0,1861000000.0,189.2994241843,2915000000.0,834.2948717949,4181000000,233.1474103586,,,,,0.0,,0.0,,289914000000,15.7576991723,28880000000,6.0750752957,179992000000,7.176372514,67971000000.0,28.271371957,,,13071000000.0,470.039249891,0.0,,,,,,,,230944000000,8.8454867657,3268000000,3.8779402416,,,1955000000,70.2961672474,,,,,0.0,,232257000000,8.4431350211,52747000000,9.9743552322,,,,,179510000000,8.0012754872,,,,,179461000000,7.9042780266,49000000.0,147.1153846154,179728000000.0,8.4927471493,,,,,0.55,7.8431372549,0.55,7.8431372549,26117000000.0,217.6653451072,26042000000.0,217.348594088,75000000.0,1975.0,,,,,,,,,,,,,,,26042000000.0,217.348594088,,,25890000000.0,218.3759315989,,,,,152000000.0,147.3520249221,,,,,,,,,205627000000.0,42.7816546887,205503000000.0,42.5886222185,124000000.0,214.8148148148,,,,,,,,,,,,,,,,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2014-09-30,三季报,2014三季报,058001001,2015-10-24,2015-10-24 00:00:00,CNY,393966000000,12.1320881992,317793000000,15.2994659391,517369000000,14.4254608588,199576000000,13.0607689737,65920000000,-2.0068381151,70253000000,-1.2273992633,4333000000,12.3703319502,-260000000,-103.835373949,,,3725000000.0,198.544973545,1990000000.0,561.716937355,4798000000,-18.3874808641,,,,,0.0,,0.0,,197728000000,14.1708914115,21718000000,5.151544495,121332000000,5.3576700648,45021000000.0,43.0009846584,,,9657000000.0,64.039408867,,,,,0.0,,,,196238000000,10.1501501502,1784000000,15.0225660864,,,751000000,-38.0873866447,,,0.0,,0.0,,197271000000,10.520300516,44766000000,10.6535495353,,,,,152505000000,10.4812477814,,,,,152439000000,10.4726497956,66000000.0,34.693877551,152338000000.0,10.6166994634,,,,,0.47,11.9047619048,0.47,11.9047619048,19140000000.0,295.5255899479,19066000000.0,,74000000.0,,,,,,,,,,,,,,,,19066000000.0,,,,18956000000.0,,,,,,110000000.0,,,,,,,,,,171645000000.0,33.8383444576,171505000000.0,33.7896871831,140000000.0,141.3793103448,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2014-06-30,中报,2014中报,058001001,2015-08-28,2015-08-28 00:00:00,CNY,266635000000,13.4819840142,209438000000,16.3531516316,337832000000,13.9541865258,128394000000,10.246348563,47848000000,0.5273441603,50441000000,1.448080288,2593000000,22.0809792844,-1693000000,-149.589923843,,,5049000000.0,923.6541598695,737000000.0,189.0196078431,5256000000,22.1473390658,,,,,0.0,,0.0,,132042000000,14.2054005432,14457000000,5.8578018599,79229000000,5.4165890524,28939000000.0,28.7837657425,,,9417000000.0,117.3822714681,,,,,0.0,,,,134593000000,12.7811295458,1274000000,17.3112338858,,,283000000,-69.3722943723,,,0.0,,0.0,,135584000000,13.4575153554,31517000000,16.2216977653,,,,,104067000000,12.6461291999,,,,,104032000000,12.6472626473,35000000.0,9.375,103842000000.0,12.8165571188,,,,,0.32,14.2857142857,0.32,14.2857142857,16622000000.0,1091.1747167561,16565000000.0,,57000000.0,,,,,,,,,,,,,,,,16565000000.0,,,,16437000000.0,,,,,,128000000.0,,,,,,,,,,120689000000.0,33.0536783269,120597000000.0,32.9874397627,92000000.0,283.3333333333,,,,,,,,,,,,,,,,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2014-03-31,一季报,2014一季报,058001001,2015-04-29,2015-04-29 00:00:00,CNY,136100000000,14.0525094066,103142000000,15.5160827883,165356000000,13.3242869087,62214000000,9.8682583972,26887000000,3.4473471586,27993000000,5.0433412136,1106000000,68.085106383,-2130000000,-219.7301854975,,,4159000000.0,4936.0465116279,99000000.0,151.832460733,3943000000,54.6274509804,,,,,0.0,,0.0,,66215000000,13.3023048887,7253000000,2.5014132278,39283000000,7.6718561561,13340000000.0,7.2174891497,,,6339000000.0,159.901599016,,,,,0.0,,,,69885000000,14.7725406471,574000000,12.5490196078,,,148000000,-78.1065088757,,,0.0,,0.0,,70311000000,15.7878268889,16789000000,22.7894390404,,,,,53522000000,13.7531614631,,,,,53430000000,13.6542511327,92000000.0,130.0,53369000000.0,14.290303238,,,,,0.16,14.2857142857,0.16,14.2857142857,7090000000.0,270.4284221526,7094000000.0,,-4000000.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,7094000000.0,,,,6992000000.0,,,,,,102000000.0,,0.0,,0.0,,0.0,,0.0,,60612000000.0,23.7863780251,60524000000.0,23.7077158917,88000000.0,120.0,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2013-12-31,年报,2013年报,058001001,2014-03-26,2015-03-25 00:00:00,CNY,462625000000,9.6361300964,376202000000,10.0395169051,613384000000,8.3596702134,237182000000,5.7979159976,83171000000,11.125808348,89697000000,14.1575350311,6526000000,75.0067042102,3769000000,7952.0833333333,309000000.0,1717.6470588235,-2084000000.0,-174.3754461099,312000000.0,-78.9615643965,1255000000,25.0,,,,,0.0,,0.0,,250449000000,6.5772171937,27226000000,7.2988098053,167940000000,8.257590408,52990000000.0,-2.2955655942,,,2293000000.0,802.7559055118,0.0,,,,,,,,212176000000,13.4807002155,3146000000,4.8666666667,,,1148000000,-43.8356164384,,,,,0.0,,214174000000,13.9665934113,47963000000,12.0735582765,,,,,166211000000,14.5248086212,,,,,166315000000,14.6256909314,-104000000.0,-381.0810810811,165659000000.0,15.0953227913,,,,,0.51,13.3333333333,0.51,13.3333333333,-22196000000.0,-922.8571428571,-22192000000.0,-922.6728110599,-4000000.0,,,,,,,,,,,,,,,,-22192000000.0,-922.6728110599,,,-21871000000.0,-882.9662921348,,,,,-321000000.0,-683.6363636364,,,,,,,,,144015000000.0,0.7372640091,144123000000.0,0.8389073913,-108000000.0,-391.8918918919,,,,,,,,,,,,,,,,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2013-09-30,三季报,2013三季报,058001001,2014-10-31,2014-10-31 00:00:00,CNY,351341000000,11.0320700814,275624000000,8.7124065711,452145000000,7.2755528139,176521000000,5.1064336539,67270000000,15.7632077095,71126000000,18.0103200544,3856000000,78.4359093012,6779000000,596.9941348974,,,-3780000000.0,-212.600536193,-431000000.0,-122.9011689692,5879000000,544.6271929825,,,,,0.0,,0.0,,173186000000,6.3397621284,20654000000,8.5167866337,115162000000,4.6936790334,31483000000.0,-6.3591207876,,,5887000000.0,2730.2884615385,,,,,0.0,,,,178155000000,16.0082307206,1551000000,1.4388489209,,,1213000000,862.6984126984,,,0.0,,0.0,,178493000000,15.1760940545,40456000000,16.0561117645,,,,,138037000000,14.9207009949,,,,,137988000000,14.9105202235,49000000.0,53.125,137717000000.0,15.7947398513,,,,,0.42,13.5135135135,0.42,13.5135135135,-9789000000.0,-3163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128248000000.0,7.0383507908,128190000000.0,7.0185251663,58000000.0,81.25,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2013-06-30,中报,2013中报,058001001,2013-08-29,2014-08-27 00:00:00,CNY,234958000000,11.956734091,180002000000,7.2474648173,296463000000,6.3231623343,116461000000,4.925491468,47597000000,22.2661768861,49721000000,23.8504458726,2124000000,74.527526705,3414000000,777.6349614396,304000000.0,,-613000000.0,-150.6611570248,255000000.0,-74.0853658537,4303000000,735.5339805825,,,,,0.0,,0.0,,115618000000,8.8517737441,13657000000,8.9161815137,75158000000,6.195865655,22471000000.0,-1.3217987002,,,4332000000.0,3181.8181818182,0.0,,,,0.0,,,,119340000000,15.1385927505,1086000000,3.7249283668,,,924000000,33.1412103746,,,0.0,,0.0,,119502000000,14.9035595469,27118000000,15.4940374787,,,,,92384000000,14.7313777601,,,,,92352000000,14.7244065144,32000000.0,39.1304347826,92045000000.0,14.7164026571,,,,,0.28,12.0,0.28,12.0,-1677000000.0,-141.1634756996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90707000000.0,7.2237458036,90683000000.0,7.2245279226,24000000.0,4.347826087,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2013-03-31,一季报,2013一季报,058001001,2014-04-26,2014-04-26 00:00:00,CNY,119331000000,11.5201300886,89288000000,4.0228345081,145914000000,6.364491227,56626000000,10.2788813586,25991000000,22.19558063,26649000000,21.6960453009,658000000,4.7770700637,1779000000,190.0303643725,305000000.0,,-86000000.0,-111.3157894737,-191000000.0,-129.84375,2550000000,436.8421052632,,,,,,,0.0,,58441000000,13.9045354435,7076000000,12.2818152967,36484000000,6.5693004235,12442000000.0,15.922854747,,,2439000000.0,6491.8918918919,,,,,,,,,60890000000,9.3236619567,510000000,1.593625498,,,676000000,956.25,,,,,0.0,,60724000000,8.1749354235,13673000000,7.8737672584,,,,,47051000000,8.2627703636,,,,,47011000000,8.1856676025,40000000.0,566.6666666667,46696000000.0,8.275558235,,,,,0.14,7.6923076923,0.14,,1914000000.0,160.0543478261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48965000000.0,10.7905692823,48925000000.0,10.7150939126,40000000.0,566.6666666667,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2012-12-31,年报,2012年报,058001001,2013-03-27,2014-03-26 00:00:00,CNY,421964000000,11.7101852906,341879000000,11.2890992484,566063000000,19.695044204,224184000000,35.2771508913,74844000000,8.864,78573000000,9.8554331413,3729000000,34.4268204758,-48000000,97.7559607293,17000000.0,-82.2916666667,2802000000.0,585.0855745721,1483000000.0,-44.7877885331,1004000000,21.5496368039,,,,,0.0,,0.0,,234993000000,6.3350422864,25374000000,19.6491724431,155130000000,14.4355677518,54235000000.0,-15.5546905411,,,254000000.0,,0.0,,,,,,,,186971000000,19.2888769794,3000000000,48.1481481481,,,2044000000,263.7010676157,,,,,0.0,,187927000000,18.7900202906,42796000000,18.0742171334,,,,,145131000000,19.002755092,,,,,145094000000,19.0007135417,37000000.0,27.5862068966,143932000000.0,19.2210524572,,,,,0.45,18.4210526316,0.45,,-2170000000.0,-169.064290261,-2170000000.0,,,,,,,,,,,,,,,,,,-2170000000.0,,,,-2225000000.0,,,,,,55000000.0,,,,,,,,,,142961000000.0,14.2792051032,142924000000.0,14.276119582,37000000.0,27.5862068966,,,,,,,,,,,,,,,,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2012-09-30,三季报,2012三季报,058001001,2013-10-31,2013-10-31 00:00:00,CNY,316432000000,13.3449866751,253535000000,13.5075482173,421480000000,23.9399178988,167945000000,43.9068069646,58110000000,5.9937253757,60271000000,6.6648969118,2161000000,28.5544318858,-1364000000,32.5753830944,12000000.0,-88.2352941176,3357000000.0,567.3956262425,1882000000.0,-5.4746358614,912000000,76.4023210832,,,,,,,0.0,,162861000000,9.0983996409,19033000000,21.5001595914,109999000000,19.3371304584,33621000000.0,-18.8662853833,,,208000000.0,,,,,,,,,,153571000000,18.2252092042,1529000000,120.9537572254,,,126000000,255.5555555556,,,,,0.0,,154974000000,18.5995255223,34859000000,16.6086840169,,,,,120115000000,19.1900849409,,,,,120083000000,19.1808013339,32000000.0,68.4210526316,118932000000.0,18.7194921091,,,,,0.37,19.3548387097,0.37,,-300000000.0,93.9246658566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119815000000.0,25.0182599804,119783000000.0,25.0096536178,32000000.0,68.4210526316,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2012-06-30,中报,2012中报,058001001,2012-08-30,2013-08-29 00:00:00,CNY,209865000000,13.9592089401,167838000000,15.9662820424,278832000000,28.522438143,110994000000,53.6844728753,38929000000,4.8281990521,40146000000,5.1603101425,1217000000,17.0192307692,389000000,165.2684563758,,,1210000000.0,1.7661900757,984000000.0,-27.8063096112,515000000,53.2738095238,,,,,0.0,-100.0,0.0,,106216000000,7.1633237822,12539000000,23.0520117763,70773000000,15.5873850626,22772000000.0,-17.7817092104,,,132000000.0,,0.0,,,,,,,,103649000000,21.8797770513,1047000000,120.4210526316,,,694000000,575.3424657534,,,,,0.0,,104002000000,21.4083093051,23480000000,23.6831015592,,,,,80522000000,20.760659278,,,,,80499000000,20.7478962605,23000000.0,91.6666666667,80237000000.0,21.1947738086,,,,,0.25,19.0476190476,0.25,,4074000000.0,318.211033744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84596000000.0,30.5252113806,84573000000.0,30.5138888889,23000000.0,91.6666666667,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2012-03-31,一季报,2012一季报,058001001,2012-04-28,2013-04-27 00:00:00,CNY,107004000000,19.4827817232,85835000000,21.7017113528,137183000000,32.9550300446,51348000000,57.2631772381,21270000000,19.8377373373,21898000000,19.4979536153,628000000,9.0277777778,-1976000000,-733.7552742616,,,760000000.0,-18.9765458422,640000000.0,61.6161616162,475000000,162.4309392265,,,,,0.0,,0.0,,51307000000,13.3155174699,6302000000,29.4310946806,34235000000,21.1386716677,10733000000.0,-11.6480079025,,,37000000.0,,0.0,,,,,,,,55697000000,25.7893310448,502000000,111.8143459916,,,64000000,45.4545454545,,,,,0.0,,56135000000,26.2283285737,12675000000,21.8984420081,,,,,43460000000,27.5496727614,,,,,43454000000,27.5545249068,6000000.0,0.0,43127000000.0,27.1395300846,,,,,0.13,30.0,,,736000000.0,180.9160305344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44196000000.0,28.7199650502,44190000000.0,28.7249847068,6000000.0,0.0,,,,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2011-12-31,年报,2011年报,058001001,2013-03-27,2013-03-27 00:00:00,CNY,377731000000,30.064596547,307199000000,26.8620535862,472921000000,32.2264161494,165722000000,43.472313606,68750000000,49.0417967395,71524000000,48.5626453971,2774000000,37.5992063492,-2139000000,-97.1428571429,96000000.0,,409000000.0,-43.1944444444,2686000000.0,55.981416957,826000000,5.76184379,,,,,0.0,,0.0,,220993000000,29.2447423211,21207000000,36.7752337955,135561000000,20.959927189,64225000000.0,47.9429650788,,,,,0.0,,,,,,,,156738000000,31.238382316,2025000000,10.3542234332,,,562000000,5.8380414313,,,,,0.0,,158201000000,31.0326834197,36245000000,40.3376311612,,,,,121956000000,28.5005320998,,,,,121927000000,28.5160161479,29000000.0,-14.7058823529,120727000000.0,28.7658521497,,,,,0.38,15.1515151515,,,3142000000.0,144.1850653916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125098000000.0,42.4871292542,125069000000.0,42.5092864793,29000000.0,-14.7058823529,,,,,,,,,,,,,,,,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2011-09-30,三季报,2011三季报,058001001,2012-10-27,2012-10-27 00:00:00,CNY,279176000000,33.26523111,223364000000,28.3531487217,340068000000,30.6667281446,116704000000,35.335660362,54824000000,61.0954395863,56505000000,60.5118881913,1681000000,43.5525192143,-2023000000,-1164.7368421053,102000000.0,,503000000.0,83.5766423358,1991000000.0,276.370510397,517000000,17.2335600907,,,,,,,,,149279000000,23.1908695545,15665000000,38.4935019008,92175000000,19.2139060257,41439000000.0,27.3204903678,,,,,,,,,,,,,129897000000,47.0887308633,692000000,-11.5089514066,,,-81000000,19.801980198,,,,,,,130670000000,46.4992432311,29894000000,57.2540768017,,,,,100776000000,43.5862363753,,,,,100757000000,43.6389815528,19000000.0,-51.2820512821,100179000000.0,42.8149872344,,,,,0.31,24.0,,,-4938000000.0,-285.988700565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95838000000.0,31.5733113674,95819000000.0,31.6176975591,19000000.0,-51.2820512821,0.0,,0.0,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2011-06-30,中报,2011中报,058001001,2012-08-30,2012-08-30 00:00:00,CNY,184158000000,35.7296580189,144730000000,29.560998317,216952000000,28.9232231994,72222000000,27.6638619812,37136000000,65.3501936863,38176000000,64.7221263376,1040000000,45.0488145049,-596000000,-646.7889908257,70000000.0,,1189000000.0,263.6085626911,1363000000.0,74.0740740741,336000000,14.2857142857,,,,,336000000.0,,0.0,,99116000000,26.7565286339,10190000000,36.0662304714,61229000000,19.8641400102,27697000000.0,41.1455944555,,,,,0.0,,,,,,,,85042000000,47.9351494277,475000000,8.4474885845,,,-146000000,-41.7475728155,,,,,0.0,,85663000000,47.626105089,18984000000,56.0670831963,,,,,66679000000,45.3873492794,,,,,66667000000,45.4341186736,12000000.0,-47.8260869565,66205000000.0,45.7072429958,,,,,0.21,23.5294117647,,,-1867000000.0,-186.0765329645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64812000000.0,34.9350433045,64800000000.0,34.9746922452,12000000.0,-47.8260869565,0.0,,0.0,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2011-03-31,一季报,2011一季报,058001001,2012-04-28,2012-04-28 00:00:00,CNY,89556000000,35.3382095146,70529000000,31.7117352656,103180000000,27.0376754494,32651000000,17.992917028,17749000000,63.4797826287,18325000000,64.1730872603,576000000,88.8524590164,-237000000,-237.7906976744,,,938000000.0,-21.6374269006,396000000.0,28.5714285714,181000000,101.1111111111,,,,,0.0,,0.0,,45278000000,31.1189621221,4869000000,33.837273227,28261000000,26.1989818701,12148000000.0,42.9176470588,,,,,0.0,,,,,,,,44278000000,39.9431099874,237000000,45.3987730061,,,44000000,193.3333333333,,,,,0.0,,44471000000,39.8987039134,10398000000,52.709648994,,,,,34073000000,36.4065815285,,,,,34067000000,36.4317180617,6000000.0,-33.3333333333,33921000000.0,,,,,,0.1,0.0,,,262000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34335000000.0,,34329000000.0,,6000000.0,,0.0,,0.0,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2010-12-31,年报,2010年报,058001001,2012-03-23,2012-03-23 00:00:00,CNY,290418000000,30.657656766,242152000000,33.3149819147,357660000000,20.7711035398,115508000000,0.8733014287,46128000000,29.4276094276,48144000000,29.1243127263,2016000000,22.5531914894,-1085000000,-19.4933920705,,,720000000.0,-77.9883827576,1722000000.0,-8.2578582845,781000000,3.4437086093,,,,,,,,,170988000000,15.1186276358,15505000000,23.3786902204,112071000000,16.9562631101,43412000000.0,8.146081411,,,,,,,,,,,,,119430000000,61.9565512191,1835000000,34.6294937638,,,531000000,-54.8853016143,,,,,,,120734000000,63.3129531436,25827000000,189.3457315707,,,,,94907000000,46.0062767299,,,,,94873000000,45.976427868,34000000.0,240.0,93757000000.0,55.4713539508,,,,,0.33,32.0,,,-7111000000.0,43.644000634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87796000000.0,67.6007941356,87762000000.0,67.567877191,34000000.0,240.0,0.0,,0.0,,,,,,,,,,,,,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2010-09-30,三季报,2010三季报,058001001,2011-10-27,2011-10-27 00:00:00,CNY,209489000000,32.9076259358,174023000000,36.0851749324,260256000000,20.1362666987,86233000000,-2.842624724,34032000000,32.9530804391,35203000000,32.9619277837,1171000000,33.2195676906,190000000,4.9723756906,,,274000000.0,-86.7951807229,529000000.0,-66.1548304543,441000000,35.2760736196,,,,,,,,,121177000000,18.3658119658,11311000000,22.6656544843,77319000000,25.6116580563,32547000000.0,2.996835443,,,,,,,,,,,,,88312000000,59.855190515,782000000,-1.1378002528,,,-101000000,-1342.8571428571,,,,,,,89195000000,59.154577735,19010000000,317.251975417,,,,,70185000000,36.3159632529,,,,,70146000000,36.2613881389,39000000.0,387.5,70145999338.0,,,,,,0.25,25.0,,,2655000000.0,114.0275796481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72840000000.0,123.7100737101,72801000000.0,123.6452445318,39000000.0,387.5,0.0,,0.0,,,,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2010-06-30,中报,2010中报,058001001,2011-08-26,2011-08-26 00:00:00,CNY,135680000000,30.4502494976,111708000000,33.1505673691,168280000000,18.3045914386,56572000000,-3.0421444119,22459000000,31.979784921,23176000000,32.2227293473,717000000,40.313111546,109000000,230.303030303,,,327000000.0,-82.2860238353,783000000.0,-12.9032258065,294000000,-7.5471698113,,,,,,,,,78194000000,26.2109595674,7489000000,23.3975943319,51082000000,33.2307451553,19623000000.0,11.843830151,,,,,,,,,,,,,57486000000,36.6956769867,438000000,2.5761124122,,,-103000000,60.9848484848,,,,,,,58027000000,35.7515498889,12164000000,21.3366583541,,,,,45863000000,40.1680929095,,,,,45840000000,40.1234945283,23000000.0,283.3333333333,45437000000.0,,,,,,0.17,30.7692307692,,,2169000000.0,128.5319652723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48032000000.0,91.2254160363,48009000000.0,91.1795157694,23000000.0,283.3333333333,0.0,,0.0,,,,,,,,,,,,,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2010-03-31,一季报,2010一季报,058001001,2011-04-28,2011-04-28 00:00:00,CNY,66172000000,,53548000000,,81220000000,,27672000000,,10857000000,,11162000000,,305000000,,172000000,,,,1197000000.0,,308000000.0,,90000000,,,,,,,,,,34532000000,,3638000000,,22394000000,,8500000000.0,,,,,,,,,,,,,,31640000000,,163000000,,,,15000000,,,,,,,,31788000000,,6809000000,,,,,,24979000000,,,,,,24970000000,,9000000.0,,,,,,,,0.1,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,
